Unique,Name,Value,Category,Silver,Time,Focus,Return
PLAYERISLAND_FURNITUREITEM_VEGETATION_TREE_DECO_B,Summer tree,,,,,,
PLAYERISLAND_FURNITUREITEM_VEGETATION_TREE_DECO_C,Spring tree,,,,,,
PLAYERISLAND_FURNITUREITEM_VEGETATION_TREE_DOMESTIC_A,Small fruit tree,,,,,,
PLAYERISLAND_FURNITUREITEM_VEGETATION_TREE_DOMESTIC_B,Fruit tree,,,,,,
PLAYERISLAND_FURNITUREITEM_WOOD_BUNTING_A,Bunting portal,,,,,,
PLAYERISLAND_FURNITUREITEM_WOOD_FENCE_WATCHTOWER_A,Wooden watchtower,,,,,,
PLAYERISLAND_FURNITUREITEM_WOOD_FLOOR_SIGN_A,Wooden sign,,,,,,
PLAYERISLAND_FURNITUREITEM_WOOD_GATE_A,Wooden entrance,,,,,,
PLAYERISLAND_FURNITUREITEM_WOOD_GATE_BIG_B,Wooden gate,,,,,,
PLAYERISLAND_FURNITUREITEM_WOOD_LAUNDRY_A,Clothes line,,,,,,
PLAYERISLAND_FURNITUREITEM_WOOD_FISH_A,Fish line,,,,,,
PLAYERISLAND_FURNITUREITEM_VEGETATION_FLOWER_A,Flower vase,,,,,,
PLAYERISLAND_FURNITUREITEM_WOOD_LANTERN_A,Simple lantern,,,,,,
PLAYERISLAND_FURNITUREITEM_WOOD_LANTERN_CORNER_A,Corner lantern,,,,,,
PLAYERISLAND_FURNITUREITEM_WOOD_CANDELABRA_A,Candelabra,,,,,,
PLAYERISLAND_FURNITUREITEM_WOOD_BARREL_A,Barrel with candle,,,,,,
UNIQUE_FURNITUREITEM_MORGANA_TORCH_A,Flambeau (Disciples of Morgana),,,,,,
UNIQUE_FURNITUREITEM_MORGANA_FIREBOWL_B,Simple Brazier (Disciples of Morgana),,,,,,
UNIQUE_FURNITUREITEM_MORGANA_SACRIFICE_ALTAR_A,Raven Standard Shrine (Disciples of Morgana),,,,,,
UNIQUE_FURNITUREITEM_MORGANA_STANDARD_A,Raven Standard (Disciples of Morgana),,,,,,
UNIQUE_FURNITUREITEM_KEEPER_SYMBOL_A,Keeper Symbol,,,,,,
UNIQUE_FURNITUREITEM_KEEPER_CANDLE_A,Keeper Ceremonial Candle,,,,,,
UNIQUE_FURNITUREITEM_KEEPER_SHRINE_A,Keeper Shrine,,,,,,
UNIQUE_FURNITUREITEM_KEEPER_CAMP_FIRE_A,Keeper Campfire,,,,,,
UNIQUE_FURNITUREITEM_KEEPER_ALTAR_A,Keeper Altar,,,,,,
UNIQUE_FURNITUREITEM_KEEPER_FLAG_A,Keeper Flag,,,,,,
UNIQUE_FURNITUREITEM_KEEPER_SYMBOL_OF_POWER_A,Keeper Symbol of Power,,,,,,
UNIQUE_FURNITUREITEM_KEEPER_STAR_OF_POWER_A,Keeper Star of Power,,,,,,
UNIQUE_FURNITUREITEM_KEEPER_FIREBOWL,Keeper Fire Bowl,,,,,,
UNIQUE_FURNITUREITEM_KEEPER_CAULDRON,Keeper Cauldron,,,,,,
UNIQUE_FURNITUREITEM_KEEPER_HEATER,Keeper Rock Fireplace,,,,,,
UNIQUE_FURNITUREITEM_HERETIC_FOOD_PILE,Heretic Food Stash,,,,,,
UNIQUE_FURNITUREITEM_HERETIC_ANIMAL_CAGES,Heretic Animal Cages,,,,,,
UNIQUE_FURNITUREITEM_HERETIC_WEAPON_RACK,Heretic Weapon Rack,,,,,,
UNIQUE_FURNITUREITEM_HERETIC_TRAINING_DUMMY,Heretic Training Dummy,,,,,,
UNIQUE_FURNITUREITEM_HERETIC_PALLISADE,Heretic Palisade,,,,,,
UNIQUE_FURNITUREITEM_HERETIC_GAME_TABLE,Heretic Game Table,,,,,,
UNIQUE_FURNITUREITEM_HERETIC_FLAG,Heretic Flag,,,,,,
UNIQUE_FURNITUREITEM_HERETIC_PLANNING_TABLE,Heretic Chief's Table,,,,,,
UNIQUE_FURNITUREITEM_HERETIC_TENT,Heretic Tent,,,,,,
UNIQUE_FURNITUREITEM_ADC_GRAVE_A,Tomb of the Unknown,,,,,,
UNIQUE_FURNITUREITEM_ADC_GRAVE_B,Memorial of the Fallen,,,,,,
UNIQUE_FURNITUREITEM_ADC_ICESCULPTURE_A,Ice Sculpture: Bonecrusher Berserker,,,,,,
UNIQUE_FURNITUREITEM_ADC_ICESCULPTURE_B,Ice Sculpture: Cursed Archer,,,,,,
UNIQUE_FURNITUREITEM_ADC_ICESCULPTURE_C,Ice Sculpture: Obsessed Cultist,,,,,,
UNIQUE_FURNITUREITEM_ADC_STATUE_MOUNTED_DIREWOLF_A,Wolf Rider Statue (L),,,,,,
UNIQUE_FURNITUREITEM_ADC_STATUE_MOUNTED_DIREWOLF_B,Wolf Rider Statue (R),,,,,,
UNIQUE_FURNITUREITEM_ADC_RUG_DIREBEAR,Direbear Rug,,,,,,
UNIQUE_FURNITUREITEM_ADC_RUG_WOLF,Wolf Rug,,,,,,
UNIQUE_INGREDIENT_ANCHOR_FOUNDER_LEGENDARY,Explorer's Anchor,,,,,,
UNIQUE_FURNITUREITEM_FOUNDER_LOOKINGGLASS,Explorer's Spyglass,,,,,,
UNIQUE_FURNITUREITEM_FOUNDER_CERTIFICATE,Founder's Certificate,,,,,,
UNIQUE_FURNITUREITEM_FOUNDER_STATUE,Founder's Statue,,,,,,
UNIQUE_CAPE_FOUNDER_LEGENDARY,Legendary Explorer's Cloak,,,,,,
UNIQUE_HEAD_FOUNDER_LEGENDARY,Legendary Explorer's Hat,,,,,,
UNIQUE_ARMOR_FOUNDER_LEGENDARY,Legendary Explorer's Armor,,,,,,
UNIQUE_SHOES_FOUNDER_LEGENDARY,Legendary Explorer's Boots,,,,,,
UNIQUE_HEAD_FOUNDER_ELITE,Explorer's Hat,,,,,,
UNIQUE_ARMOR_FOUNDER_ELITE,Explorer's Armor,,,,,,
UNIQUE_SHOES_FOUNDER_ELITE,Explorer's Boots,,,,,,
UNIQUE_CAPE_STARTERPACK_LEGENDARY,Legendary Adventurer's Cloak,,,,,,
UNIQUE_HEAD_STARTERPACK_LEGENDARY,Legendary Adventurer's Hat,,,,,,
UNIQUE_ARMOR_STARTERPACK_LEGENDARY,Legendary Adventurer's Armor,,,,,,
UNIQUE_SHOES_STARTERPACK_LEGENDARY,Legendary Adventurer's Boots,,,,,,
UNIQUE_HEAD_STARTERPACK_ELITE,Adventurer's Helmet,,,,,,
UNIQUE_ARMOR_STARTERPACK_ELITE,Adventurer's Jacket,,,,,,
UNIQUE_SHOES_STARTERPACK_ELITE,Adventurer's Shoes,,,,,,
UNIQUE_VANITY_2H_PORTALGUN_TELLAFRIEND,Recruiter's Portal Cannon,,,,,,
UNIQUE_VANITY_MAIN_BEERMUG_TELLAFRIEND,Recruiter's Beer Mug,,,,,,
UNIQUE_VANITY_MAIN_HORN_TELLAFRIEND,Recruiter's Hunter Horn,,,,,,
UNIQUE_VANITY_MAIN_FOXCROP_TELLAFRIEND,Recruiter's Fox Crop,,,,,,
UNIQUE_VANITY_MAIN_TRUMPET_TELLAFRIEND,Recruiter's Trumpet,,,,,,
UNIQUE_HEAD_VANITY_ARENA_SET_01,Arena Veteran's Circlet,,,,,,
UNIQUE_ARMOR_VANITY_ARENA_SET_01,Arena Veteran's Cloak,,,,,,
UNIQUE_SHOES_VANITY_ARENA_SET_01,Arena Veteran's Boots,,,,,,
UNIQUE_CAPE_VANITY_ARENA_SET_01,Arena Veteran's Cape,,,,,,
UNIQUE_HEAD_VANITY_ARENA_EYEPATCH,Arena Veteran's Eyepatch,,,,,,
T4_CAPE_ARENA_BANNER,Arena Veteran's Small Banner,,,,,,
T6_CAPE_ARENA_BANNER,Arena Veteran's Medium Banner,,,,,,
T8_CAPE_ARENA_BANNER,Arena Veteran's Large Banner,,,,,,
UNIQUE_HEAD_VANITY_JESTER,Jester Mask,,,,,,
UNIQUE_ARMOR_VANITY_JESTER,Jester Costume,,,,,,
UNIQUE_SHOES_VANITY_JESTER,Jester Shoes,,,,,,
UNIQUE_HEAD_VANITY_DRESS_RED,Red Tulip Hat,,,,,,
UNIQUE_ARMOR_VANITY_DRESS_RED,Red Tulip Dress,,,,,,
UNIQUE_SHOES_VANITY_DRESS_RED,Red Tulip Shoes,,,,,,
UNIQUE_HEAD_VANITY_RICH_NOBLE,Rich Noble's Hat,,,,,,
UNIQUE_ARMOR_VANITY_RICH_NOBLE,Rich Noble's Doublet,,,,,,
UNIQUE_SHOES_VANITY_RICH_NOBLE,Rich Noble's Footwear,,,,,,
UNIQUE_HEAD_VANITY_SANTACLAUS,Yule Hat,,,,,,
UNIQUE_ARMOR_VANITY_SANTACLAUS,Yule Coat,,,,,,
UNIQUE_SHOES_VANITY_SANTACLAUS,Yule Shoes,,,,,,
UNIQUE_BACKPACK_VANITY_SANTACLAUS,Yule Backpack,,,,,,
UNIQUE_HEAD_VANITY_WEDDING_DRESS,Bridal Veil,,,,,,
UNIQUE_ARMOR_VANITY_WEDDING_DRESS,Bridal Dress,,,,,,
UNIQUE_SHOES_VANITY_WEDDING_DRESS,Bridal Shoes,,,,,,
UNIQUE_OFF_VANITY_WEDDING_DRESS,Bridal Bouquet,,,,,,
UNIQUE_HEAD_VANITY_WEDDING_TUXEDO,Groom Hat,,,,,,
UNIQUE_ARMOR_VANITY_WEDDING_TUXEDO,Groom Suit,,,,,,
UNIQUE_SHOES_VANITY_WEDDING_TUXEDO,Groom Shoes,,,,,,
UNIQUE_CAPE_VANITY_WEDDING_TUXEDO,Groom Cape,,,,,,
UNIQUE_OFF_VANITY_WEDDING_TUXEDO,Wedding Ring,,,,,,
UNIQUE_HEAD_VANITY_PIRATE,Navigator's Hat,,,,,,
UNIQUE_ARMOR_VANITY_PIRATE,Navigator's Coat,,,,,,
UNIQUE_SHOES_VANITY_PIRATE,Navigator's Boots,,,,,,
UNIQUE_OFF_VANITY_PIRATE,Navigator's Parrot Cage,,,,,,
UNIQUE_HEAD_TELLAFRIEND_BATRIDER,Master of Bats Helmet,,,,,,
UNIQUE_HEAD_VANITY_EASTER_BROWN,Bunny Stalker Hat,,,,,,
UNIQUE_ARMOR_VANITY_EASTER,Bunny Stalker Overalls,,,,,,
UNIQUE_SHOES_VANITY_EASTER,Bunny Stalker Shoes,,,,,,
UNIQUE_BACKPACK_VANITY_EASTER,Bunny Stalker Basket,,,,,,
UNIQUE_HEAD_VANITY_PLAGUEDOC,Hygienic Mask,,,,,,
UNIQUE_ARMOR_VANITY_PLAGUEDOC,Hygienic Coat,,,,,,
UNIQUE_SHOES_VANITY_PLAGUEDOC,Hygienic Boots,,,,,,
UNIQUE_HEAD_VANITY_SKELETON,Laughing Skull,,,,,,
UNIQUE_ARMOR_VANITY_SKELETON,Ribcage,,,,,,
UNIQUE_SHOES_VANITY_SKELETON,Legbones,,,,,,
UNIQUE_CAPE_VANITY_SKELETON,Ragged Cape,,,,,,
UNIQUE_HEAD_VANITY_PUMPKIN_01,Grinning Pumpkin Head,,,,,,
UNIQUE_HEAD_VANITY_PUMPKIN_02,Sad Pumpkin Head,,,,,,
UNIQUE_HEAD_VANITY_PUMPKIN_03,Angry Pumpkin Head,,,,,,
UNIQUE_HEAD_XMAS,Uncle Frost's Hat,,,,,,
UNIQUE_INTERNAL_HEAD_GAMEMASTER,Game Master's Hat,,,,,,
UNIQUE_INTERNAL_ARMOR_GAMEMASTER,Game Master's Doublet,,,,,,
UNIQUE_INTERNAL_SHOES_GAMEMASTER,Game Master's Boots,,,,,,
UNIQUE_INTERNAL_OFF_SCROLL_GAMEMASTER,Scroll of the Law,,,,,,
T2_HEAD_PLATE_SET1,Novice's Soldier Helmet,,plate_helmet,0.0,0.16667,80.0,1.0
T3_HEAD_PLATE_SET1,Journeyman's Soldier Helmet,,plate_helmet,0.0,0.25,194.0,1.0
T4_HEAD_PLATE_SET1,Adept's Soldier Helmet,,plate_helmet,0.0,0.33333,385.0,1.0
T5_HEAD_PLATE_SET1,Expert's Soldier Helmet,,plate_helmet,0.0,0.5,712.0,1.0
T6_HEAD_PLATE_SET1,Master's Soldier Helmet,,plate_helmet,0.0,0.66667,1280.0,1.0
T7_HEAD_PLATE_SET1,Grandmaster's Soldier Helmet,,plate_helmet,0.0,0.83333,2269.0,1.0
T8_HEAD_PLATE_SET1,Elder's Soldier Helmet,,plate_helmet,0.0,1.25,3996.0,1.0
T2_ARMOR_PLATE_SET1,Novice's Soldier Armor,,plate_armor,0.0,0.33333,160.0,1.0
T3_ARMOR_PLATE_SET1,Journeyman's Soldier Armor,,plate_armor,0.0,0.5,388.0,1.0
T4_ARMOR_PLATE_SET1,Adept's Soldier Armor,,plate_armor,0.0,0.66667,770.0,1.0
T5_ARMOR_PLATE_SET1,Expert's Soldier Armor,,plate_armor,0.0,1.0,1424.0,1.0
T6_ARMOR_PLATE_SET1,Master's Soldier Armor,,plate_armor,0.0,1.33333,2560.0,1.0
T7_ARMOR_PLATE_SET1,Grandmaster's Soldier Armor,,plate_armor,0.0,1.66667,4538.0,1.0
T8_ARMOR_PLATE_SET1,Elder's Soldier Armor,,plate_armor,0.0,2.5,7992.0,1.0
T2_SHOES_PLATE_SET1,Novice's Soldier Boots,,plate_shoes,0.0,0.16667,80.0,1.0
T3_SHOES_PLATE_SET1,Journeyman's Soldier Boots,,plate_shoes,0.0,0.25,194.0,1.0
T4_SHOES_PLATE_SET1,Adept's Soldier Boots,,plate_shoes,0.0,0.33333,385.0,1.0
T5_SHOES_PLATE_SET1,Expert's Soldier Boots,,plate_shoes,0.0,0.5,712.0,1.0
T6_SHOES_PLATE_SET1,Master's Soldier Boots,,plate_shoes,0.0,0.66667,1280.0,1.0
T7_SHOES_PLATE_SET1,Grandmaster's Soldier Boots,,plate_shoes,0.0,0.83333,2269.0,1.0
T8_SHOES_PLATE_SET1,Elder's Soldier Boots,,plate_shoes,0.0,1.25,3996.0,1.0
T4_HEAD_PLATE_SET2,Adept's Knight Helmet,,plate_helmet,0.0,0.33333,385.0,1.0
T5_HEAD_PLATE_SET2,Expert's Knight Helmet,,plate_helmet,0.0,0.5,712.0,1.0
T6_HEAD_PLATE_SET2,Master's Knight Helmet,,plate_helmet,0.0,0.66667,1280.0,1.0
T7_HEAD_PLATE_SET2,Grandmaster's Knight Helmet,,plate_helmet,0.0,0.83333,2269.0,1.0
T8_HEAD_PLATE_SET2,Elder's Knight Helmet,,plate_helmet,0.0,1.25,3996.0,1.0
T4_ARMOR_PLATE_SET2,Adept's Knight Armor,,plate_armor,0.0,0.66667,770.0,1.0
T5_ARMOR_PLATE_SET2,Expert's Knight Armor,,plate_armor,0.0,1.0,1424.0,1.0
T6_ARMOR_PLATE_SET2,Master's Knight Armor,,plate_armor,0.0,1.33333,2560.0,1.0
T7_ARMOR_PLATE_SET2,Grandmaster's Knight Armor,,plate_armor,0.0,1.66667,4538.0,1.0
T8_ARMOR_PLATE_SET2,Elder's Knight Armor,,plate_armor,0.0,2.5,7992.0,1.0
T4_SHOES_PLATE_SET2,Adept's Knight Boots,,plate_shoes,0.0,0.33333,385.0,1.0
T5_SHOES_PLATE_SET2,Expert's Knight Boots,,plate_shoes,0.0,0.5,712.0,1.0
T6_SHOES_PLATE_SET2,Master's Knight Boots,,plate_shoes,0.0,0.66667,1280.0,1.0
T7_SHOES_PLATE_SET2,Grandmaster's Knight Boots,,plate_shoes,0.0,0.83333,2269.0,1.0
T8_SHOES_PLATE_SET2,Elder's Knight Boots,,plate_shoes,0.0,1.25,3996.0,1.0
T4_HEAD_PLATE_SET3,Adept's Guardian Helmet,,plate_helmet,0.0,0.33333,385.0,1.0
T5_HEAD_PLATE_SET3,Expert's Guardian Helmet,,plate_helmet,0.0,0.5,712.0,1.0
T6_HEAD_PLATE_SET3,Master's Guardian Helmet,,plate_helmet,0.0,0.66667,1280.0,1.0
T7_HEAD_PLATE_SET3,Grandmaster's Guardian Helmet,,plate_helmet,0.0,0.83333,2269.0,1.0
T8_HEAD_PLATE_SET3,Elder's Guardian Helmet,,plate_helmet,0.0,1.25,3996.0,1.0
T4_ARMOR_PLATE_SET3,Adept's Guardian Armor,,plate_armor,0.0,0.66667,770.0,1.0
T5_ARMOR_PLATE_SET3,Expert's Guardian Armor,,plate_armor,0.0,1.0,1424.0,1.0
T6_ARMOR_PLATE_SET3,Master's Guardian Armor,,plate_armor,0.0,1.33333,2560.0,1.0
T7_ARMOR_PLATE_SET3,Grandmaster's Guardian Armor,,plate_armor,0.0,1.66667,4538.0,1.0
T8_ARMOR_PLATE_SET3,Elder's Guardian Armor,,plate_armor,0.0,2.5,7992.0,1.0
T4_SHOES_PLATE_SET3,Adept's Guardian Boots,,plate_shoes,0.0,0.33333,385.0,1.0
T5_SHOES_PLATE_SET3,Expert's Guardian Boots,,plate_shoes,0.0,0.5,712.0,1.0
T6_SHOES_PLATE_SET3,Master's Guardian Boots,,plate_shoes,0.0,0.66667,1280.0,1.0
T7_SHOES_PLATE_SET3,Grandmaster's Guardian Boots,,plate_shoes,0.0,0.83333,2269.0,1.0
T8_SHOES_PLATE_SET3,Elder's Guardian Boots,,plate_shoes,0.0,1.25,3996.0,1.0
T4_HEAD_PLATE_UNDEAD,Adept's Graveguard Helmet,,plate_helmet,0.0,0.33333,385.0,1.0
T5_HEAD_PLATE_UNDEAD,Expert's Graveguard Helmet,,plate_helmet,0.0,0.5,712.0,1.0
T6_HEAD_PLATE_UNDEAD,Master's Graveguard Helmet,,plate_helmet,0.0,0.66667,1280.0,1.0
T7_HEAD_PLATE_UNDEAD,Grandmaster's Graveguard Helmet,,plate_helmet,0.0,0.83333,2269.0,1.0
T8_HEAD_PLATE_UNDEAD,Elder's Graveguard Helmet,,plate_helmet,0.0,1.25,3996.0,1.0
T4_ARMOR_PLATE_UNDEAD,Adept's Graveguard Armor,,plate_armor,0.0,0.66667,770.0,1.0
T5_ARMOR_PLATE_UNDEAD,Expert's Graveguard Armor,,plate_armor,0.0,1.0,1424.0,1.0
T6_ARMOR_PLATE_UNDEAD,Master's Graveguard Armor,,plate_armor,0.0,1.33333,2560.0,1.0
T7_ARMOR_PLATE_UNDEAD,Grandmaster's Graveguard Armor,,plate_armor,0.0,1.66667,4538.0,1.0
T8_ARMOR_PLATE_UNDEAD,Elder's Graveguard Armor,,plate_armor,0.0,2.5,7992.0,1.0
T4_SHOES_PLATE_UNDEAD,Adept's Graveguard Boots,,plate_shoes,0.0,0.33333,385.0,1.0
T5_SHOES_PLATE_UNDEAD,Expert's Graveguard Boots,,plate_shoes,0.0,0.5,712.0,1.0
T6_SHOES_PLATE_UNDEAD,Master's Graveguard Boots,,plate_shoes,0.0,0.66667,1280.0,1.0
T7_SHOES_PLATE_UNDEAD,Grandmaster's Graveguard Boots,,plate_shoes,0.0,0.83333,2269.0,1.0
T8_SHOES_PLATE_UNDEAD,Elder's Graveguard Boots,,plate_shoes,0.0,1.25,3996.0,1.0
T4_HEAD_PLATE_HELL,Adept's Demon Helmet,,plate_helmet,0.0,0.33333,385.0,1.0
T5_HEAD_PLATE_HELL,Expert's Demon Helmet,,plate_helmet,0.0,0.5,712.0,1.0
T6_HEAD_PLATE_HELL,Master's Demon Helmet,,plate_helmet,0.0,0.66667,1280.0,1.0
T7_HEAD_PLATE_HELL,Grandmaster's Demon Helmet,,plate_helmet,0.0,0.83333,2269.0,1.0
T8_HEAD_PLATE_HELL,Elder's Demon Helmet,,plate_helmet,0.0,1.25,3996.0,1.0
T4_ARMOR_PLATE_HELL,Adept's Demon Armor,,plate_armor,0.0,0.66667,770.0,1.0
T5_ARMOR_PLATE_HELL,Expert's Demon Armor,,plate_armor,0.0,1.0,1424.0,1.0
T6_ARMOR_PLATE_HELL,Master's Demon Armor,,plate_armor,0.0,1.33333,2560.0,1.0
T7_ARMOR_PLATE_HELL,Grandmaster's Demon Armor,,plate_armor,0.0,1.66667,4538.0,1.0
T8_ARMOR_PLATE_HELL,Elder's Demon Armor,,plate_armor,0.0,2.5,7992.0,1.0
T4_SHOES_PLATE_HELL,Adept's Demon Boots,,plate_shoes,0.0,0.33333,385.0,1.0
T5_SHOES_PLATE_HELL,Expert's Demon Boots,,plate_shoes,0.0,0.5,712.0,1.0
T6_SHOES_PLATE_HELL,Master's Demon Boots,,plate_shoes,0.0,0.66667,1280.0,1.0
T7_SHOES_PLATE_HELL,Grandmaster's Demon Boots,,plate_shoes,0.0,0.83333,2269.0,1.0
T8_SHOES_PLATE_HELL,Elder's Demon Boots,,plate_shoes,0.0,1.25,3996.0,1.0
T4_HEAD_PLATE_KEEPER,Adept's Judicator Helmet,,plate_helmet,0.0,0.33333,385.0,1.0
T5_HEAD_PLATE_KEEPER,Expert's Judicator Helmet,,plate_helmet,0.0,0.5,712.0,1.0
T6_HEAD_PLATE_KEEPER,Master's Judicator Helmet,,plate_helmet,0.0,0.66667,1280.0,1.0
T7_HEAD_PLATE_KEEPER,Grandmaster's Judicator Helmet,,plate_helmet,0.0,0.83333,2269.0,1.0
T8_HEAD_PLATE_KEEPER,Elder's Judicator Helmet,,plate_helmet,0.0,1.25,3996.0,1.0
T4_ARMOR_PLATE_KEEPER,Adept's Judicator Armor,,plate_armor,0.0,0.66667,770.0,1.0
T5_ARMOR_PLATE_KEEPER,Expert's Judicator Armor,,plate_armor,0.0,1.0,1424.0,1.0
T6_ARMOR_PLATE_KEEPER,Master's Judicator Armor,,plate_armor,0.0,1.33333,2560.0,1.0
T7_ARMOR_PLATE_KEEPER,Grandmaster's Judicator Armor,,plate_armor,0.0,1.66667,4538.0,1.0
T8_ARMOR_PLATE_KEEPER,Elder's Judicator Armor,,plate_armor,0.0,2.5,7992.0,1.0
T4_SHOES_PLATE_KEEPER,Adept's Judicator Boots,,plate_shoes,0.0,0.33333,385.0,1.0
T5_SHOES_PLATE_KEEPER,Expert's Judicator Boots,,plate_shoes,0.0,0.5,712.0,1.0
T6_SHOES_PLATE_KEEPER,Master's Judicator Boots,,plate_shoes,0.0,0.66667,1280.0,1.0
T7_SHOES_PLATE_KEEPER,Grandmaster's Judicator Boots,,plate_shoes,0.0,0.83333,2269.0,1.0
T8_SHOES_PLATE_KEEPER,Elder's Judicator Boots,,plate_shoes,0.0,1.25,3996.0,1.0
T1_HEAD_LEATHER_SET1,Beginner's Mercenary Hood,,,,,,
T2_HEAD_LEATHER_SET1,Novice's Mercenary Hood,,leather_helmet,0.0,0.16667,80.0,1.0
T3_HEAD_LEATHER_SET1,Journeyman's Mercenary Hood,,leather_helmet,0.0,0.25,194.0,1.0
T4_HEAD_LEATHER_SET1,Adept's Mercenary Hood,,leather_helmet,0.0,0.33333,385.0,1.0
T5_HEAD_LEATHER_SET1,Expert's Mercenary Hood,,leather_helmet,0.0,0.5,712.0,1.0
T6_HEAD_LEATHER_SET1,Master's Mercenary Hood,,leather_helmet,0.0,0.66667,1280.0,1.0
T7_HEAD_LEATHER_SET1,Grandmaster's Mercenary Hood,,leather_helmet,0.0,0.83333,2269.0,1.0
T8_HEAD_LEATHER_SET1,Elder's Mercenary Hood,,leather_helmet,0.0,1.25,3996.0,1.0
T1_ARMOR_LEATHER_SET1,Beginner's Mercenary Jacket,,,,,,
T2_ARMOR_LEATHER_SET1,Novice's Mercenary Jacket,,leather_armor,0.0,0.33333,160.0,1.0
T3_ARMOR_LEATHER_SET1,Journeyman's Mercenary Jacket,,leather_armor,0.0,0.5,388.0,1.0
T4_ARMOR_LEATHER_SET1,Adept's Mercenary Jacket,,leather_armor,0.0,0.66667,770.0,1.0
T5_ARMOR_LEATHER_SET1,Expert's Mercenary Jacket,,leather_armor,0.0,1.0,1424.0,1.0
T6_ARMOR_LEATHER_SET1,Master's Mercenary Jacket,,leather_armor,0.0,1.33333,2560.0,1.0
T7_ARMOR_LEATHER_SET1,Grandmaster's Mercenary Jacket,,leather_armor,0.0,1.66667,4538.0,1.0
T8_ARMOR_LEATHER_SET1,Elder's Mercenary Jacket,,leather_armor,0.0,2.5,7992.0,1.0
T1_SHOES_LEATHER_SET1,Beginner's Mercenary Shoes,,,,,,
T2_SHOES_LEATHER_SET1,Novice's Mercenary Shoes,,leather_shoes,0.0,0.16667,80.0,1.0
T3_SHOES_LEATHER_SET1,Journeyman's Mercenary Shoes,,leather_shoes,0.0,0.25,194.0,1.0
T4_SHOES_LEATHER_SET1,Adept's Mercenary Shoes,,leather_shoes,0.0,0.33333,385.0,1.0
T5_SHOES_LEATHER_SET1,Expert's Mercenary Shoes,,leather_shoes,0.0,0.5,712.0,1.0
T6_SHOES_LEATHER_SET1,Master's Mercenary Shoes,,leather_shoes,0.0,0.66667,1280.0,1.0
T7_SHOES_LEATHER_SET1,Grandmaster's Mercenary Shoes,,leather_shoes,0.0,0.83333,2269.0,1.0
T8_SHOES_LEATHER_SET1,Elder's Mercenary Shoes,,leather_shoes,0.0,1.25,3996.0,1.0
T4_HEAD_LEATHER_SET2,Adept's Hunter Hood,,leather_helmet,0.0,0.33333,385.0,1.0
T5_HEAD_LEATHER_SET2,Expert's Hunter Hood,,leather_helmet,0.0,0.5,712.0,1.0
T6_HEAD_LEATHER_SET2,Master's Hunter Hood,,leather_helmet,0.0,0.66667,1280.0,1.0
T7_HEAD_LEATHER_SET2,Grandmaster's Hunter Hood,,leather_helmet,0.0,0.83333,2269.0,1.0
T8_HEAD_LEATHER_SET2,Elder's Hunter Hood,,leather_helmet,0.0,1.25,3996.0,1.0
T4_ARMOR_LEATHER_SET2,Adept's Hunter Jacket,,leather_armor,0.0,0.66667,770.0,1.0
T5_ARMOR_LEATHER_SET2,Expert's Hunter Jacket,,leather_armor,0.0,1.0,1424.0,1.0
T6_ARMOR_LEATHER_SET2,Master's Hunter Jacket,,leather_armor,0.0,1.33333,2560.0,1.0
T7_ARMOR_LEATHER_SET2,Grandmaster's Hunter Jacket,,leather_armor,0.0,1.66667,4538.0,1.0
T8_ARMOR_LEATHER_SET2,Elder's Hunter Jacket,,leather_armor,0.0,2.5,7992.0,1.0
T4_SHOES_LEATHER_SET2,Adept's Hunter Shoes,,leather_shoes,0.0,0.33333,385.0,1.0
T5_SHOES_LEATHER_SET2,Expert's Hunter Shoes,,leather_shoes,0.0,0.5,712.0,1.0
T6_SHOES_LEATHER_SET2,Master's Hunter Shoes,,leather_shoes,0.0,0.66667,1280.0,1.0
T7_SHOES_LEATHER_SET2,Grandmaster's Hunter Shoes,,leather_shoes,0.0,0.83333,2269.0,1.0
T8_SHOES_LEATHER_SET2,Elder's Hunter Shoes,,leather_shoes,0.0,1.25,3996.0,1.0
T4_HEAD_LEATHER_SET3,Adept's Assassin Hood,,leather_helmet,0.0,0.33333,385.0,1.0
T5_HEAD_LEATHER_SET3,Expert's Assassin Hood,,leather_helmet,0.0,0.5,712.0,1.0
T6_HEAD_LEATHER_SET3,Master's Assassin Hood,,leather_helmet,0.0,0.66667,1280.0,1.0
T7_HEAD_LEATHER_SET3,Grandmaster's Assassin Hood,,leather_helmet,0.0,0.83333,2269.0,1.0
T8_HEAD_LEATHER_SET3,Elder's Assassin Hood,,leather_helmet,0.0,1.25,3996.0,1.0
T4_ARMOR_LEATHER_SET3,Adept's Assassin Jacket,,leather_armor,0.0,0.66667,770.0,1.0
T5_ARMOR_LEATHER_SET3,Expert's Assassin Jacket,,leather_armor,0.0,1.0,1424.0,1.0
T6_ARMOR_LEATHER_SET3,Master's Assassin Jacket,,leather_armor,0.0,1.33333,2560.0,1.0
T7_ARMOR_LEATHER_SET3,Grandmaster's Assassin Jacket,,leather_armor,0.0,1.66667,4538.0,1.0
T8_ARMOR_LEATHER_SET3,Elder's Assassin Jacket,,leather_armor,0.0,2.5,7992.0,1.0
T4_SHOES_LEATHER_SET3,Adept's Assassin Shoes,,leather_shoes,0.0,0.33333,385.0,1.0
T5_SHOES_LEATHER_SET3,Expert's Assassin Shoes,,leather_shoes,0.0,0.5,712.0,1.0
